genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
light music,0.85871,0.277675833,337101.5683,0.264370833,0.491269734,0.208382083,-16.32026083,0.05137075,117.5666233,0.271426917,13.27666667,5,1
boogie-woogie,0.859506667,0.587937143,349768.805,0.343187143,0.377453525,0.149604571,-14.29832381,0.135014833,119.5861988,0.596270476,26.20452381,2,1
haitian traditional,0.859667985,0.562461097,185717.3546,0.249243495,0.421866221,0.270187946,-21.16907334,0.136339222,115.5824656,0.666002487,1.452168367,7,1
uilleann pipes,0.86,0.294666667,257617.6667,0.336363333,0.6014,0.1832,-16.796,0.0455,105.984,0.605,17.66666667,7,1
modern performance,0.861111111,0.318111111,393325.8889,0.208788889,0.675150978,0.137655556,-20.91333333,0.040066667,121.0024444,0.233588889,30.66666667,10,1
volksmusik,0.8655,0.6655,134809.5,0.266,0,0.338,-13.7765,0.15735,110.325,0.718,18,7,1
cabaret,0.86625377,0.507525198,182821.2083,0.273382837,0.035730683,0.244570595,-14.36989722,0.106594167,108.6960183,0.525806563,12.28134921,10,1
string folk,0.866957576,0.347621212,274133.3606,0.119473545,0.373077247,0.272639091,-20.14653636,0.048277273,131.7399273,0.317990909,30.96363636,4,0
middle earth,0.86702889,0.213511771,181076.5285,0.098143754,0.331460669,0.113581304,-24.89469032,0.036606609,90.79843341,0.197783087,50.07550771,7,0
autoharp,0.868,0.61,187227,0.17655,1.90E-05,0.4645,-16.1165,0.05475,123.712,0.5055,22,11,1
new comedy,0.868916667,0.59625,241283.3333,0.603361111,0.104753208,0.666277778,-9.952694444,0.815338889,103.8963056,0.5193,32.69444444,6,1
burmese traditional,0.8695,0.4825,177836.5,0.081225,0.174796838,0.20305,-25.4685,0.10975,106.634,0.5655,0.75,1,1
shanty,0.871041667,0.662166667,359814.9583,0.248941667,0,0.230716667,-11.96829167,0.256933333,122.1844167,0.674583333,30.70833333,7,1
contemporary classical,0.872343474,0.290845045,397981.7039,0.1466183,0.577701988,0.168932866,-24.31798196,0.051125722,102.6295037,0.182597599,21.35136232,7,1
contrabass,0.873666667,0.351020833,333797.25,0.231675,0.825208333,0.115116667,-18.98116667,0.036891667,96.269125,0.241366667,42.25,11,1
korean classical performance,0.87475,0.3029625,277230.75,0.173485,0.549029,0.1569375,-22.273625,0.070075,94.106625,0.1934875,50.625,7,1
faroese pop,0.875,0.371,171973,0.334,0.000255,0.114,-11.127,0.0296,68.721,0.308,38,8,1
vintage schlager,0.875468342,0.503748448,163243.451,0.229825899,0.055139612,0.247345564,-15.74124173,0.161819164,106.6654355,0.521111041,6.937037037,7,1
lds,0.87561381,0.294857487,243720.8374,0.194624907,0.31775101,0.140560688,-15.20132646,0.038694418,106.2380542,0.210178307,36.90582011,5,1
bouzouki,0.876095652,0.51699089,200461.8865,0.518209938,0.574450067,0.1540494,-11.18105714,0.042374617,117.7510431,0.74350352,9.002484472,7,1
spanish classical,0.876648445,0.390098724,232697.7346,0.317532616,0.207897035,0.185628746,-11.9518698,0.049585684,101.1601163,0.421231519,8.053777911,5,1
lullaby,0.877134722,0.505577083,153347.8035,0.100049874,0.605012022,0.127746319,-19.28816181,0.053734097,103.7103819,0.337902083,57.73472222,5,1
canzone genovese,0.877143715,0.497955598,179515.387,0.23936242,0.185167197,0.129036722,-14.71144423,0.094091913,122.0550757,0.530725311,23.45345345,7,1
brazilian modern jazz,0.878,0.464333333,297053.3333,0.229333333,0.135993333,0.173666667,-16.519,0.031166667,104.4816667,0.2444,43,10,1
barnmusik,0.87875,0.557,376023.5,0.21175,0.32925296,0.5955,-15.3885,0.0595,90.078,0.50625,27.5,10,1
focus,0.879991968,0.349392937,205802.5652,0.130898851,0.835112921,0.114451087,-22.85300754,0.047285206,102.1096809,0.192744675,58.13365079,5,1
folclore extremeno,0.8806,0.6438,134873.6,0.4422,0.00070474,0.25134,-8.4908,0.11756,107.3548,0.7074,0.2,5,1
canzone napoletana,0.880876238,0.415679747,209067.632,0.275082744,0.115721815,0.199568962,-13.47012409,0.07146627,109.1015273,0.401434888,10.50815674,2,1
ballet class,0.881,0.289888889,221273.8889,0.063433333,0.722666667,0.202277778,-29.07433333,0.044555556,98.27777778,0.091155556,39,7,1
neo-classical,0.881103596,0.372484382,227960.6191,0.155011006,0.828542965,0.124719609,-21.8282571,0.048190423,111.5943127,0.229190175,53.8188765,1,1
violin,0.881392407,0.356341897,346928.7523,0.213999885,0.424568002,0.165027275,-18.96990138,0.048503302,111.0610913,0.324402037,28.63794418,9,1
early music ensemble,0.881479167,0.339929167,237237.0982,0.186724226,0.315512781,0.167336012,-20.2146875,0.040442857,93.72835119,0.299709524,37.52380952,2,1
classical clarinet,0.881808025,0.307063272,367317.929,0.185450309,0.64246115,0.204082716,-19.9072716,0.054825617,103.6092963,0.319819136,25.15123457,2,1
classic czech pop,0.882,0.146,71019,0.283,2.06E-06,0.0866,-13.291,0.0339,177.275,0.217,0,3,1
czech folk,0.882,0.146,71019,0.283,2.06E-06,0.0866,-13.291,0.0339,177.275,0.217,0,3,1
detske pisnicky,0.882,0.146,71019,0.283,2.06E-06,0.0866,-13.291,0.0339,177.275,0.217,0,3,1
warm drone,0.882,0.180484444,360183.0444,0.081716,0.813922222,0.123588889,-25.20966667,0.040762222,109.5293333,0.048928889,47.26666667,3,1
arab groove,0.883,0.439,239900,0.2075,0.6665,0.15985,-18.881,0.0363,142.777,0.433,34,7,1
flick hop,0.884,0.223,216507,0.0336,1.09E-05,0.0856,-24.655,0.0291,86.798,0.298,14,0,1
trio cubano,0.884,0.507,238000,0.516,4.77E-06,0.121,-18.978,0.0346,95.485,0.967,5,11,0
american modern classical,0.884133437,0.377485672,273197.6994,0.251732011,0.520677442,0.221162964,-18.43279538,0.122278901,117.0925173,0.414322012,8.769473126,5,1
marching band,0.88525,0.469625,211302.375,0.44125,0.636501151,0.2095625,-14.51125,0.0455125,118.2465,0.549,6.75,3,1
classic bollywood,0.885504981,0.502629943,230690.7371,0.35442603,0.308210961,0.213068814,-11.77300521,0.097147,109.7695256,0.63394231,8.191785234,7,1
judaica,0.886,0.771,79680,0.384,0,0.0831,-5.784,0.0785,105.165,0.949,0,0,1
israeli folk,0.8876875,0.474495833,160580.1042,0.0316025,0.056507155,0.113085417,-23.82533333,0.107354167,114.466625,0.327614583,0,11,1
greek folk,0.88825,0.442333333,263877,0.439916667,0.567451175,0.176583333,-10.30608333,0.042833333,104.2281667,0.675833333,0,7,1
operetta,0.888359317,0.364936111,209850.0085,0.263265637,0.193973067,0.20995353,-14.68315642,0.06535228,106.2831755,0.377690972,5.202256944,7,1
navajo,0.888490909,0.526909091,118412.8364,0.217713909,0.154752727,0.182362727,-15.63160909,0.077662727,117.9363364,0.527087273,9.709090909,7,1
hindustani classical,0.888722207,0.475129572,341135.3797,0.314119393,0.441903025,0.212376533,-15.83477427,0.088878983,105.8729767,0.544876153,15.40024751,7,1
baroque ensemble,0.888945275,0.349783845,266354.5598,0.214666653,0.2963617,0.137775251,-20.34126265,0.04395773,101.8034214,0.33828404,41.3364168,6,1
japanese traditional,0.8895,0.495666667,461817.8333,0.124333333,0.60298,0.090083333,-19.91133333,0.1351,101.3305,0.311983333,14.66666667,7,0
koto,0.8895,0.495666667,461817.8333,0.124333333,0.60298,0.090083333,-19.91133333,0.1351,101.3305,0.311983333,14.66666667,7,0
austro-german modernism,0.890125,0.351238095,260769.2619,0.214146429,0.397312757,0.206830208,-19.13220387,0.064173512,102.0942188,0.274925,2.839285714,5,1
historically informed performance,0.891015729,0.411516077,241402.5925,0.219557674,0.341600023,0.15463322,-18.68807504,0.042735606,107.6252849,0.385029482,37.03662551,4,1
guitarra portuguesa,0.891166667,0.518333333,141889,0.271033333,1.87E-07,0.207566667,-10.81133333,0.044633333,123.1025,0.5765,0.666666667,4,1
indian classical,0.891823762,0.509037762,298424.8139,0.331775562,0.445803978,0.219229445,-14.52492678,0.093840386,106.6387878,0.603879287,9.851512643,7,1
drift,0.894766667,0.188539333,435918.44,0.1085544,0.852480306,0.097596667,-24.89748333,0.041942667,107.5386833,0.088891,46.79,11,1
cambridge choir,0.895188095,0.31399881,258766.9357,0.182435,0.470533289,0.144324286,-20.62872857,0.042295952,104.3265595,0.207865,36.53571429,7,1
vintage hollywood,0.895280208,0.461105413,191828.4674,0.316570878,0.069708602,0.277234951,-13.23597327,0.121269032,107.4842471,0.491525884,11.25779025,10,1
turkish classical,0.895300824,0.375364469,198798.369,0.373800366,0.276097501,0.329186722,-10.29282509,0.074866667,94.29322527,0.380587866,2.278846154,6,1
serialism,0.895957126,0.280355797,266125.0628,0.142591673,0.624668034,0.15699058,-22.30447766,0.04635006,96.38273913,0.199362258,4.202898551,7,1
historical keyboard,0.8974,0.30128,372830,0.073612,0.47081643,0.1212,-31.5785,0.042905,100.7884,0.33689,33.95,7,1
orchestra,0.898639947,0.277772798,361781.9368,0.168621748,0.562464414,0.175733983,-20.5603712,0.051342473,102.7950775,0.188811243,22.72229398,7,1
string orchestra,0.8988,0.21288,259469.2,0.094374,0.7544,0.1626,-22.4202,0.0422,93.1894,0.17904,46.8,7,1
baroque violin,0.899072917,0.38031875,286917.8854,0.245560083,0.402332382,0.180250417,-19.33964375,0.040933542,102.4076813,0.457634167,37.59166667,4,1
cumbia peruana,0.8995,0.48325,328609.75,0.49125,0.0062134,0.1753,-8.6025,0.0491,99.479,0.50825,22.5,3,1
afrobeat brasileiro,0.9,0.621,161373,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14,6,0
candomble,0.9,0.621,161373,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14,6,0
british choir,0.900869841,0.243676751,278769.2185,0.169835892,0.392499691,0.15507577,-21.30547759,0.042264472,97.35661765,0.160040523,33.20168067,2,1
experimental jazz,0.901,0.278,373880,0.239,0.141,0.18,-15.248,0.0353,169.229,0.204,48,6,1
lute,0.901,0.329,94627,0.196,0.915,0.094,-23.528,0.0428,118.937,0.92,31,5,1
orchestral performance,0.901439884,0.276083577,356859.1029,0.163521233,0.501716435,0.173729195,-20.36135084,0.050498597,102.2432072,0.195830624,23.47678997,7,1
binaural,0.902333333,0.237666667,385444.6667,0.098155,0.8985,0.126333333,-33.24766667,0.066566667,87.44533333,0.086083333,56.33333333,2,1
mallet,0.902571429,0.347142857,438355.0714,0.244978571,0.284422143,0.111621429,-17.39764286,0.042728571,95.95678571,0.270514286,28.42857143,11,0
poetry,0.903130524,0.635084476,213336.0077,0.147434433,0.054866601,0.221224333,-21.06606467,0.701611714,98.19533986,0.346310381,3.93852381,11,1
veena,0.9039375,0.5226875,217190.125,0.314125,0.249177831,0.2381875,-12.1705,0.11573125,106.3423125,0.5763125,0,3,1
esperanto,0.904,0.245,173166,0.405,0.873,0.0883,-11.027,0.0445,80.576,0.0379,0,7,1
early romantic era,0.904893878,0.37248868,274504.5813,0.184011205,0.537609007,0.164684214,-19.36462438,0.053625055,107.733202,0.330187725,12.47880692,5,1
muzika l'yeladim,0.90525,0.53625,141516.5,0.12015,0.04753175,0.1037,-17.349,0.0432,141.4385,0.3615,33.5,11,1
chamber orchestra,0.90530749,0.314526177,331524.1363,0.120147882,0.605268903,0.153846899,-22.50232345,0.050599514,97.9312047,0.233052107,38.60646003,2,1
dabke,0.905378378,0.425351351,248867.5405,0.281375676,0.08706135,0.313235135,-11.58648649,0.046891892,100.5762703,0.407702703,18.51351351,0,1
jug band,0.905451587,0.543419841,200349.5317,0.311688889,0.033035401,0.207176667,-13.20655079,0.058169048,124.1779675,0.547714286,19.11428571,0,1
zither,0.906,0.416,865627,0.776,0.0141,0.96,-15.346,0.56,136.288,0.0517,4,7,1
irish fiddle,0.906166667,0.669333333,190217.6667,0.463666667,0.587345833,0.2175,-10.65916667,0.054233333,111.3823333,0.892,17.66666667,7,1
carnatic vocal,0.907121378,0.550102832,318522.6682,0.388230816,0.253514529,0.214113562,-11.42283971,0.091707452,113.5491471,0.680969863,9.106391787,10,1
deep comedy,0.90775,0.666375,207992.5,0.388125,0.235685375,0.571,-10.60175,0.6647,98.26325,0.71375,20,5,1
japanese classical performance,0.90779246,0.267672619,316577.2996,0.103596383,0.698457606,0.156857804,-23.6849623,0.044908399,98.43997884,0.125486442,21.73611111,4,1
prepared piano,0.907884615,0.56,334290.9231,0.118930769,0.452692308,0.105276923,-20.64873077,0.052976923,113.3074615,0.275896154,18.46153846,5,1
piano cover,0.907908333,0.5133,202307.9417,0.1347175,0.864819167,0.121313333,-19.88325,0.0575825,132.7749167,0.286475,53.25,7,1
russian romanticism,0.908028376,0.279630512,330962.4351,0.161178305,0.629150779,0.177958177,-20.70066272,0.043973993,101.5218903,0.176289961,8.948908468,9,1
ethnomusicology,0.908166667,0.658055556,214511.8333,0.307733333,0.687009278,0.140666667,-17.40088889,0.129522222,130.9757222,0.734555556,2.777777778,3,1
british contemporary classical,0.908616667,0.253113333,251095.6333,0.085858333,0.721046667,0.116786667,-30.12811667,0.039276667,97.96066667,0.112583333,31.56666667,2,1
tango cancion,0.909350877,0.577638327,185848.5034,0.371816329,0.320815604,0.335066127,-10.08951687,0.142231849,113.9294278,0.581995951,18.38461538,9,1
ilocano pop,0.909777778,0.652888889,166241.4444,0.160944444,0.000382924,0.1894,-17.62188889,0.043166667,125.9467778,0.782666667,22.11111111,0,1
italian mandolin,0.91,0.535,241827,0.212,0.93,0.102,-15.831,0.0473,136.382,0.432,0,4,0
baltic classical,0.910875,0.311375,311239.125,0.010973375,0.5172853,0.085775,-33.200625,0.0681125,73.503,0.1781,42.875,5,1
choral,0.912165507,0.272765918,268160.3006,0.144435321,0.306516576,0.17564487,-22.85413613,0.0477876,98.52575034,0.194279023,36.33073192,2,1
argentine ambient,0.912166667,0.3255,131380.3333,0.181646667,0.810666667,0.113833333,-23.85416667,0.041516667,91.15616667,0.178466667,58.5,11,0
indorock,0.9125,0.6235,151760,0.348,7.45E-06,0.2555,-10.3955,0.04145,145.1805,0.616,2.5,7,1
tin pan alley,0.91283895,0.463991198,250583.6616,0.289460487,0.188758706,0.2347981,-14.37757463,0.117580832,106.7998507,0.44663473,12.8756646,10,1
bangla,0.912870893,0.472074266,203809.5356,0.302052784,0.14110546,0.200407024,-12.76092405,0.053737871,101.5504965,0.484560486,0.387698413,11,1
histoire pour enfants,0.913,0.473,1622000,0.0492,0.000276,0.322,-21.929,0.0725,120.51,0.122,26,0,1
new isolationism,0.913714286,0.368714286,190636.2857,0.171471429,0.00553192,0.1609,-12.68557143,0.044085714,113.6197143,0.272757143,4.142857143,2,1
tamil worship,0.913907609,0.57842663,204802.837,0.349603261,0.332752304,0.263655435,-9.498717391,0.128588859,103.5701793,0.768546196,4.152173913,7,1
moravian folk,0.914,0.365,159552,0.247,0.00593,0.56,-10.872,0.0444,178.493,0.657,0,10,1
avant-garde,0.914417208,0.332132584,372755.0697,0.164941807,0.573029888,0.167626431,-23.75094499,0.048212887,102.6775881,0.234551914,23.07788079,7,1
post-minimalism,0.914641667,0.445619167,279376.0667,0.199020833,0.7633875,0.103345417,-22.27487083,0.039750833,114.7292708,0.218064583,44.075,5,1
uzbek traditional,0.915,0.4165,170386.5,0.1115,0.0005765,0.556,-18.746,0.0552,122.9715,0.502,0,10,1
background music,0.915528395,0.24298892,186265.8015,0.074619052,0.864827688,0.112388441,-26.56977389,0.044106697,91.62805678,0.111886869,63.55178812,5,1
canadian classical,0.916211864,0.252260734,346627.3955,0.190503079,0.722269049,0.182048305,-18.82316949,0.037457062,97.41872316,0.207618079,27.70903955,2,0
ragtime,0.916496691,0.591462867,222363.5418,0.349239067,0.541229478,0.237677312,-14.02228248,0.082425398,125.4151575,0.708273338,12.18703751,5,1
tzadik,0.916833333,0.367666667,876713.4167,0.212741667,0.859916667,0.127658333,-20.47725,0.049058333,103.8845833,0.183916667,20,7,1
classical tenor,0.916913726,0.318660591,295681.4073,0.199862775,0.134327826,0.221873155,-17.64982091,0.061642763,100.6826976,0.201627592,17.65657007,2,1
keroncong,0.917666667,0.358333333,177222.3333,0.233,1.70E-05,0.208666667,-14.30233333,0.037566667,114.0226667,0.477,13.66666667,2,1
oud,0.917666667,0.528166667,327405.1667,0.257833333,0.279334348,0.34135,-16.86583333,0.075833333,92.0245,0.609,21.83333333,2,1
chinese soundtrack,0.918,0.389,241933,0.447,0.904,0.0878,-18.247,0.0439,130.27,0.197,1,2,1
danish jazz,0.918333333,0.4509375,375923.7917,0.366804167,0.670028438,0.6765625,-17.13160417,0.069435417,125.4588333,0.617395833,15.25,10,1
arabic jazz,0.9185,0.4615,398683.5,0.15375,0.3333755,0.136925,-19.2745,0.04315,119.942,0.4045,35,7,1
acousmatic,0.920168701,0.415907414,170696.5455,0.251825192,0.598400128,0.263175549,-20.78756168,0.087199033,105.5495068,0.304450792,7.513322185,5,1
classical trumpet,0.920583333,0.43755,192635.2667,0.240413333,0.757953333,0.267175,-17.81923333,0.06164,125.9349333,0.439288333,21.55,3,1
calming instrumental,0.920738032,0.378851298,182850.2704,0.108734981,0.824053756,0.122359713,-23.72326866,0.059208129,95.54188651,0.242178624,60.34057697,5,1
indonesian worship,0.921,0.125,191227,0.0668,0.000369,0.0934,-25.376,0.0622,73.808,0.0874,2,4,1
belgian contemporary classical,0.9215,0.562,222412,0.4755,0.906,0.086,-12.3655,0.03225,119.75,0.2215,46,5,1
orthodox chant,0.922,0.292,642573,0.246,0.525,0.107,-14.96,0.0385,109.766,0.0859,49,2,1
ukrainian choir,0.922,0.292,642573,0.246,0.525,0.107,-14.96,0.0385,109.766,0.0859,49,2,1
dutch cabaret,0.922333333,0.613,206741.6667,0.389333333,0.233336667,0.396666667,-13.11533333,0.443033333,106.593,0.811333333,13.66666667,10,1
bengali folk,0.922988095,0.43797619,192713.9286,0.311130952,0.151179524,0.252504762,-12.69997619,0.055159524,115.8376071,0.451702381,0.333333333,7,1
russian modern classical,0.923077167,0.355245378,436916.9125,0.170984938,0.589194344,0.210102996,-19.20021578,0.049097492,101.2231048,0.221942773,3.063579671,0,1
monastic,0.923194246,0.22312086,188744.701,0.164256213,0.270593343,0.16366948,-21.66200056,0.04900893,97.50533134,0.121126318,34.89474385,2,1
classical performance,0.923261611,0.304572489,337237.2474,0.147817189,0.52932837,0.158794835,-21.7369269,0.048110375,103.5894119,0.222807005,30.19765539,2,1
early modern classical,0.923888503,0.296965933,273438.789,0.157251199,0.615239666,0.159800742,-21.20199873,0.05254978,100.862182,0.192126212,8.954110144,0,1
orquesta tipica,0.924136905,0.607385073,163619.0527,0.321116758,0.404574835,0.29107848,-11.65089423,0.122958379,133.0629386,0.700014194,4.205128205,9,1
yiddish folk,0.924444444,0.495555556,164975.1111,0.267666667,0.16946797,0.251444444,-12.68088889,0.084388889,114.0035556,0.437333333,11,2,0
mountain dulcimer,0.924777098,0.450770105,185578.9572,0.119414816,0.000280515,0.238208479,-19.44398776,0.057965822,112.2754283,0.33280979,13.45454545,7,1
finnish classical,0.924841463,0.186289024,351502.4268,0.160552683,0.734743902,0.238403659,-18.94576829,0.041230488,89.3402439,0.076764634,5.646341463,2,1
vintage dutch pop,0.925,0.536666667,205545.6667,0.346,0.00167,0.415666667,-15.97033333,0.353433333,97.65466667,0.673666667,12,0,1
quatuor a cordes,0.925,0.286,389213,0.0439,0.551,0.147,-24.745,0.042,152.867,0.0932,52,5,1
classical,0.925453945,0.316984752,315117.2399,0.160938721,0.582360062,0.166793036,-20.94840979,0.053186309,103.6584197,0.234645804,16.67565227,2,1
punjabi folk,0.926538462,0.576307692,219539.8462,0.303769231,0.265181563,0.155584615,-10.122,0.109284615,100.9326923,0.649692308,1.923076923,1,1
brazilian percussion,0.92675,0.6575,164865.5,0.7235,1.72E-05,0.418,-8.04125,0.068675,91.66575,0.892,4.75,4,1
italian tenor,0.926888634,0.359877003,205815.2987,0.261131524,0.037835599,0.231790414,-13.95720529,0.070957167,101.8504027,0.252894292,11.65529392,2,1
historic orchestral performance,0.926918483,0.290518654,422913.0664,0.189178504,0.507398756,0.204692577,-18.28361043,0.053495389,100.3380244,0.201045398,2.330739674,2,1
chill lounge,0.9285,0.5385,145440,0.5605,0.00028581,0.2785,-8.8725,0.095,125.5515,0.776,0.5,8,1
vintage jazz,0.928985619,0.610029738,183929.6198,0.317587492,0.32933093,0.225721982,-12.59980851,0.076543485,120.8757866,0.654529915,6.689927142,5,1
hardingfele,0.929,0.271,119627,0.29,0.00509,0.0986,-11.79,0.0543,88.235,0.696,2,9,1
norwegian folk,0.929,0.271,119627,0.29,0.00509,0.0986,-11.79,0.0543,88.235,0.696,2,9,1
